File,NUID,SATREAD,SATMATH,ACTCUM,CARNIGIE,AVGSALMALE,AVGSALWOM,AVGSALTOT,HOUSE,HDEM,HREP,SENATE,SDEM,SREP,PERNWHT,STUFACR,TUITINS,FEEINS,TUITOUT,FEEOUT,FOOTBALL,TUITPER,SLCTVTY,APPEAL,RSRCHPSTU,HIGHBP,CHGENROL,FRACDEGRE,RETPCNT,BINGEDRK,HEALTHINS,MENTALHLTH,PHYSHLTH
training2013.csv,6914,640,600,24,21,5581,5700,5638,0.803,-0.474,0.908,1.008,-0.617,1.079,0.302030457,8,14620,1010,14620,1010,NA,0.232538895,0.693502825,1.885947047,0,NA,1,0.147208122,60,,,,
training2013.csv,3830,.,.,22,18,6688,6141,6408,0.803,-0.474,0.908,1.008,-0.617,1.079,0.578429818,16,6510,1150,13020,1150,NA,0.499587478,0.940193492,0.579981291,57.17922284,NA,1,0.183980967,58,,,,
training2013.csv,8067,590,600,26,1,5856,6015,5909,0.803,-0.474,0.908,1.008,-0.617,1.079,0.417874396,16,6000,2570,12000,2570,NA,0.085902747,0.706453851,0.406679764,0,NA,1,0.195652174,38,,,,
training2013.csv,2774,610,680,25,22,5151,4900,5024,0.803,-0.474,0.908,1.008,-0.617,1.079,0.411487759,13,17970,970,17970,970,NA,0.508889137,0.793560606,0.344470963,0,43,1,0.167608286,77,,,,
training2013.csv,6980,613,550,26,19,7433,6647,7035,0.803,-0.474,0.908,1.008,-0.617,1.079,0.271682941,16,9330,670,19020,670,NA,0.346970841,0.59030837,5.992537313,13.51838024,NA,1,0.150488225,74,,,,
training2013.csv,1581,565,530,25,18,7553,6768,7152,0.803,-0.474,0.908,1.008,-0.617,1.079,0.272662722,21,5592,1486,11184,1486,NA,0.417375891,0.7877429,2.04743833,8.775857988,NA,1,0.152662722,71,,,,
training2013.csv,7214,513,510,22,22,5587,5035,5307,0.803,-0.474,0.908,1.008,-0.617,1.079,0.98349381,14,15258,978,15258,978,NA,0.408107518,2.082987552,0.440239044,484.6707932,36.7,1,0.179734067,79,,,,
training2013.csv,1462,630,610,28,19,9091,7378,8261,0.803,-0.474,0.908,1.008,-0.617,1.079,0.198448733,12,25528,800,25528,800,NA,0.516313474,0.774509804,1.369901547,0,45.9,1,0.258986001,87,,,,
training2013.csv,6753,550,565,26,16,7757,6672,7212,0.803,-0.474,0.908,1.008,-0.617,1.079,0.333937127,19,6648,300,13296,300,NA,0.144159166,0.855687606,0.295634921,1579.642398,43,1,0.170269954,68,,,,
training2013.csv,3134,600,600,27,20,6056,6057,6057,0.803,-0.474,0.908,1.008,-0.617,1.079,0.341688654,13,29054,1870,29054,1870,NA,0.373487516,0.572643515,0.85519802,0,43,1,0.178759894,76,,,,
training2013.csv,2480,.,.,25,24,4602,4428,4577,0.803,-0.474,0.908,1.008,-0.617,1.079,0.346153846,12,11700,450,11700,450,NA,0.557190262,0.980994152,0.381520119,0,45.9,1,0.115384615,64,,,,
training2013.csv,2647,450,438,20,21,4593,4867,4743,0.803,-0.474,0.908,1.008,-0.617,1.079,0.942238267,14,13548,2317,13548,2317,NA,0.459962022,0.399621212,1.021327014,0,40,1,0.123646209,61,,,,
training2013.csv,3350,.,.,24,18,6351,5582,5996,0.803,-0.474,0.908,1.008,-0.617,1.079,0.548558865,17,6336,940,12672,940,NA,0.513907145,0.737037037,0.344723618,10.4926655,NA,1,0.166752551,74,,,,
training2013.csv,6503,600,630,27,15,11067,9083,10320,0.771,-1.411,1.263,0.597,-1.473,0.974,0.455313735,21,9388,1003,26070,1003,NA,0.257634914,0.741007194,1.86407767,11047.07165,29.6,1,0.207778636,81,,,,
training2013.csv,705,630,650,29,22,8470,8052,8387,0.771,-1.411,1.263,0.597,-1.473,0.974,0.40566542,16,30120,914,30120,914,NA,NA,0.555256065,3.466019417,NA,NA,1,0.181186531,83,,,,
training2013.csv,7433,.,.,.,18,5444,5494,5473,0.771,-1.411,1.263,0.597,-1.473,0.974,0.595153261,21,7842,703,7842,703,NA,0.928911201,4.780730897,0.368311327,NA,28.9,1,0.133657774,59,,,,
training2013.csv,4978,580,580,25,16,8437,7276,7863,0.771,-1.411,1.263,0.597,-1.473,0.974,0.355258306,19,9640,867,14229,867,NA,0.375074251,0.906077348,0.913414634,806.064501,NA,1,0.219517919,72,,,,
training2013.csv,3970,640,600,30,20,4330,4169,4248,0.771,-1.411,1.263,0.597,-1.473,0.974,0.230943396,9,28320,1412,28320,1412,NA,0.76435437,0.76,0.975609756,0,NA,1,0.230943396,73,,,,
training2013.csv,43,480,480,27,17,8041,6694,7480,0.678,0.136,1.123,0.821,0.195,0.965,0.403256105,14,5525,1569,15302,1569,NA,0.29581621,5.3307393,0.670072993,1030.870131,38.2,1,0.149092048,70,,,,
training2013.csv,5038,600,610,28,21,6590,5713,6354,0.678,0.136,1.123,0.821,0.195,0.965,0.238782051,12,23370,224,23370,224,NA,0.384845343,7.197916667,0.193921852,0,NA,1,0.192307692,70,,,,
training2013.csv,4946,600,630,28,15,9611,7650,8902,0.678,0.136,1.123,0.821,0.195,0.965,0.234517288,19,6354,1464,17610,1464,NA,0.194893055,0.177777778,8.6875,4562.199543,32.2,1,0.175670283,82,,,,
training2013.csv,5814,430,493,20,22,5587,5024,5341,0.678,0.136,1.123,0.821,0.195,0.965,0.956022945,15,4290,1464,9960,1464,NA,0.073779902,0.087452471,9.086956522,2538.386871,NA,1,0.136711281,56,,,,
training2013.csv,7280,515,548,26,18,7545,6407,6957,0.678,0.136,1.123,0.821,0.195,0.965,0.269378657,18,5610,1900,11220,1900,NA,0.216602025,0.783783784,0.251077586,732.5763165,36.3,1,0.222457509,73,,,,
training2013.csv,4916,490,520,25,18,6364,5812,6096,0.678,0.136,1.123,0.821,0.195,0.965,0.18968386,20,4776,822,9552,822,NA,0.232924034,0.855276382,0.321974148,87.92656179,NA,1,0.197473907,69,,,,
training2013.csv,2622,.,.,26,18,6939,5937,6434,0.678,0.136,1.123,0.821,0.195,0.965,0.314534974,17,5745,1850,11490,1850,NA,0.255291103,0.893860562,0.41443539,284.9832528,NA,1,0.156955912,70,,,,
training2013.csv,6354,590,670,23,22,5209,4579,4948,0.678,0.136,1.123,0.821,0.195,0.965,0.310344828,12,11850,1500,11850,1500,NA,0.52858067,0.612725844,0.162820513,0,NA,1,0.128078818,67,,,,
training2013.csv,3383,630,620,28,18,7489,6359,7082,0.678,0.136,1.123,0.821,0.195,0.965,0.164441507,17,15690,480,15690,480,NA,0.526036187,0.660777385,0.06684492,0,NA,1,0.165763384,82,,,,
training2013.csv,8241,538,590,24,19,5888,5237,5606,0.678,0.136,1.123,0.821,0.195,0.965,0.31571785,15,4584,1553,9840,1553,NA,0.174913375,0.598882682,1.753731343,26.30256294,NA,1,0.179405761,57,,,,
training2013.csv,5050,550,580,27,21,4896,4009,4598,0.678,0.136,1.123,0.821,0.195,0.965,0.147601476,12,21860,510,21860,510,NA,0.328779654,0.364795918,4.503496503,144.1623616,NA,1,0.180811808,76,,,,
training2013.csv,1589,550,550,26,22,5699,5185,5489,0.678,0.136,1.123,0.821,0.195,0.965,0.298831386,10,23750,600,23750,600,NA,0.287995666,28.64444444,0.171450737,0,NA,1,0.116861436,69,,,,
training2013.csv,1132,.,.,22,11,4575,4634,4606,0.678,0.136,1.123,0.821,0.195,0.965,0.230091494,19,2610,890,3720,890,NA,0.164366949,4.778846154,0.564050973,0,NA,1,0.243646222,55,,,,
training2013.csv,7058,430,510,24,22,4912,6326,5359,0.678,0.136,1.123,0.821,0.195,0.965,0.120588235,13,12900,850,12900,850,NA,0.448845124,0.731105807,0.232861806,0,NA,1,0.164705882,59,,,,
training2013.csv,779,520,590,24,19,6481,5635,6077,0.678,0.136,1.123,0.821,0.195,0.965,0.358422939,16,6120,1266,9270,1266,NA,0.208822721,0.513176144,2.475675676,104.8392217,NA,1,0.183819764,64,,,,
training2013.csv,3421,.,.,.,30,6707,7129,6826,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.746760895,9,35980,500,35980,500,NA,0.65919068,0.831345826,0.245901639,0,27.4,1,0.150372988,80,,,,
training2013.csv,450,600,610,27,17,9485,9011,9231,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.532625689,14,31416,890,31416,890,NA,0.755813127,0.810768013,0.104492188,0,NA,1,0.225787871,82,,,,
training2013.csv,5664,620,620,27,17,9232,8332,8924,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.473248596,17,32142,0,32142,0,NA,0.705578381,0.765055131,1.162971175,157.7604197,NA,1,0.197162282,85,,,,
training2013.csv,2196,550,560,24,18,8694,7953,8355,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.543669771,18,26312,1810,26312,1810,NA,0.830228187,0.805611222,1.355721393,0,31.1,1,0.160458092,77,,,,
training2013.csv,5417,.,.,.,30,8658,8000,8347,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.625243665,9,39984,350,39984,350,NA,0.823842757,0.421940928,3.91,0,25.9,1,0.242690058,82,,,,
training2013.csv,7984,590,613,26,18,10029,9079,9597,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.519945515,15,35270,450,35270,450,0.444,0.689325078,0.601529903,0.941040462,0,27.6,1,0.247713563,85,,,,
training2013.csv,10,650,690,30,18,9027,7988,8675,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.383492129,21,5472,3252,16632,3252,NA,0.393457026,0.109391125,5.613207547,85.72939105,NA,1,0.198581193,92,,,,
training2013.csv,3666,.,.,.,17,8153,7963,8051,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.617223911,13,15336,310,15336,310,NA,0.896574099,7.140449438,0.369000787,90.72907801,26.7,1,0.219858156,75,,,,
training2013.csv,6353,500,520,22,18,8728,7538,8122,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.780390195,24,5472,1303,16632,1303,NA,0.169838091,0.735543018,0.134228188,63.70755378,31.6,1,0.186093047,74,,,,
training2013.csv,2300,490,510,20,18,9060,7980,8558,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.79106353,27,5472,1078,16632,1078,NA,0.339349062,9.460992908,0.307346327,28.67661842,32.5,1,0.190892642,89,,,,
training2013.csv,94,570,620,26,18,9236,8901,9101,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.766633349,28,5472,878,16632,878,NA,0.292548583,0.38172043,1.834507042,62.32475772,29.2,1,0.202164182,90,,,,
training2013.csv,1164,470,470,19,18,8517,7941,8202,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.86779344,23,5472,628,16632,628,NA,0.32340991,5.328413284,0.063711911,0,28.7,1,0.21878549,79,,,,
training2013.csv,5020,510,530,22,18,8395,7541,8027,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.713589721,22,5472,815,16632,815,0.846,0.269412218,4.401162791,0.346103038,77.71505562,31.4,1,0.197551091,83,,,,
training2013.csv,5673,550,580,24,18,8853,8184,8521,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.714447709,24,5472,714,16632,714,NA,0.393408139,0.424725823,1.692488263,50.52218958,26.9,1,0.233596206,89,,,,
training2013.csv,4821,500,520,22,18,9045,8559,8804,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.795433508,25,5472,1078,16632,1078,NA,0.39221566,8.36,0.148325359,23.75649491,25.7,1,0.240357914,78,,,,
training2013.csv,623,550,590,24,18,8978,8326,8671,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.756952289,22,5472,768,16632,768,NA,0.343808597,0.298681148,1.784415584,51.06702168,28.8,1,0.229869292,89,,,,
training2013.csv,4988,480,510,20,18,9100,8432,8767,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.8896906,24,5472,872,16632,872,NA,0.277462827,0.613793103,1.087640449,106.6173483,28.9,1,0.186659347,82,,,,
training2013.csv,3572,510,530,22,18,8748,8031,8395,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.709366171,24,5472,1053,16632,1053,NA,0.363690345,0.281329923,3.045454545,119.8425289,NA,1,0.232848233,78,,,,
training2013.csv,224,520,540,22,18,8712,7966,8364,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.641207933,26,5472,1156,16632,1156,NA,0.323074374,0.481327801,2.267241379,33.66712069,31.9,1,0.216969536,83,,,,
training2013.csv,3271,720,770,33,15,15794,12546,14652,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.683903656,17,11220,1644,34098,1644,NA,NA,0.059377263,8.207317073,16003.02984,25.9,1,0.289744373,96,,,,
training2013.csv,5343,640,680,29,15,12674,10937,12065,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.652498779,17,11220,2675,34098,2675,NA,NA,0.490082645,1.335581788,18474.06386,NA,1,0.265827514,93,,,,
training2013.csv,1628,600,670,27,15,13690,11458,12839,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.779376499,19,11220,1929,34098,1929,NA,NA,0.491577335,1.213395639,10666.80177,25.7,1,0.270105043,92,,,,
training2013.csv,2793,680,760,31,15,16291,12873,15089,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.677432189,16,11220,1477,34098,1477,0.769,NA,0.235612729,2.399425287,18968.84219,28.9,1,0.273935735,96,,,,
training2013.csv,4044,580,630,25,15,11998,9963,11324,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.825271558,19,11220,1740,34098,1740,NA,NA,0.562115621,1.437636761,5304.101086,31.1,1,0.225759255,89,,,,
training2013.csv,4912,650,690,29,15,13978,11382,13048,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.574833376,17,11220,2526,34098,2526,NA,NA,0.509287926,1.132218845,8586.982199,27.1,1,0.264447819,92,,,,
training2013.csv,2358,610,620,26,15,12876,10938,12110,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.593237705,18,11220,2177,34098,2177,NA,NA,0.560588901,1.266666667,7101.704055,NA,1,0.24153365,89,,,,
training2013.csv,7011,.,.,.,30,6251,6345,6290,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.548979592,7,39976,560,39976,560,NA,0.592579188,6.317567568,0.280213904,0,NA,1,0.22585034,85,,,,
training2013.csv,3819,580,610,26,22,8398,7639,8259,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.422960725,14,5472,1064,16632,1064,NA,0.187594831,0.811603244,0.244427364,2925.731118,31,1,0.188318228,82,,,,
training2013.csv,4419,.,.,.,9,6719,5974,6110,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.867944622,24,NA,NA,NA,NA,NA,0.734913062,1.352941176,0.586956522,0,NA,1,0.302449414,63,,,,
training2013.csv,1361,640,660,29,18,12282,9479,11095,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.43951419,14,42890,683,42890,683,0.889,0.630712332,9.516393443,0.108527132,386.7426647,26.3,1,0.245670996,91,,,,
training2013.csv,5376,570,550,22,21,6178,4456,5271,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.555223881,17,24540,1348,24540,1348,NA,0.833009358,0.566052227,1.474898236,0,28.5,1,0.121393035,68,,,,
training2013.csv,2188,740,760,33,21,9910,8272,9388,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.554074074,9,45380,245,45380,245,NA,0.214989869,0.996124031,0.428793774,5525.185185,NA,1,0.240740741,96,,,,
training2013.csv,795,.,.,.,22,7911,7066,7785,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.565464896,10,15980,180,15980,180,NA,0.96493974,0.642706131,0.065789474,NA,25.4,1,0.081593928,80,,,,
training2013.csv,4250,570,590,25,19,8993,8638,8770,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.597545493,10,40150,450,40150,450,NA,0.700724483,0.703764321,1.193023256,0,NA,1,0.250105798,86,,,,
training2013.csv,6784,550,550,22,19,6535,6597,6562,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.568446602,13,25334,382,25334,382,NA,0.815259027,0.817307692,0.294117647,0,31.4,1,0.263106796,83,,,,
training2013.csv,8044,760,800,35,21,13497,10733,12450,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.458121827,8,46234,275,46234,275,NA,0.226161327,1.370053476,0.281811085,3873.395939,NA,1,0.239847716,99,,,,
training2013.csv,2367,500,500,21,19,7601,7767,7717,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.769944341,10,32590,430,32590,430,NA,0.59345209,0.642857143,1.23297491,0,29.3,1,0.179962894,74,,,,
training2013.csv,4680,580,560,24,19,8330,7917,8148,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.47317419,21,5472,1672,16632,1672,NA,0.267078685,0.840095465,0.0703125,0,NA,1,0.195462066,78,,,,
training2013.csv,4136,.,.,.,21,6333,6146,6231,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.642307692,3,26784,1180,26784,1180,NA,0.180493802,245.6,0.31514658,0,28.9,1,0.242307692,83,,,,
training2013.csv,8223,520,515,22,24,6570,5761,6394,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.35974026,22,12000,500,12000,500,NA,0.490306609,0.164502165,26.26315789,0,NA,1,0.122077922,63,,,,
training2013.csv,4125,550,580,25,17,9133,8111,8605,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.735117674,17,35000,0,35000,0,0.333,0.837313519,0.505882353,1.203830369,0,NA,1,0.219104753,88,,,,
training2013.csv,6123,510,530,22,19,7485,6895,7230,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.793831169,14,27972,1131,27972,1131,NA,0.696759025,0.387445887,2.089385475,7.469155844,31.1,1,0.130844156,76,,,,
training2013.csv,4270,620,610,27,22,7513,5342,7063,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.360830229,11,28380,420,28380,420,NA,0.575564715,0.735969388,0.298093588,0,25.3,1,0.196381054,81,,,,
training2013.csv,3622,640,650,29,18,10572,9504,10098,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.51283261,11,39344,696,39344,696,NA,0.652473925,12.4950495,0.115689382,590.1113418,28.9,1,0.253066616,91,,,,
training2013.csv,3265,.,.,.,10,2486,2370,2405,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.277093596,13,NA,NA,NA,NA,NA,0.908338309,1,1,NA,31.9,1,0.616995074,67,,,,
training2013.csv,4540,532,565,25,22,11175,12129,11564,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.640826873,15,36500,600,36500,600,NA,0.606456594,0.294117647,0.512903226,0,NA,1,0.179586563,82,,,,
training2013.csv,4324,640,610,28,19,10609,9410,9759,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.513922518,10,40210,1284,40210,1284,NA,0.377676368,0.367058824,2.314102564,2257.936441,29.3,1,0.351089588,81,,,,
training2013.csv,7066,510,520,22,20,8113,8037,8055,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.872711164,12,32882,970,32882,970,NA,0.648080799,0.643678161,2.119897959,0,28.9,1,0.231836976,79,,,,
training2013.csv,8059,.,.,.,30,3031,2368,2961,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.642324888,6,23985,0,23985,0,NA,0.993135796,0.904016338,0.457078313,NA,NA,1,0.412816692,56,,,,
training2013.csv,6516,550,560,22,19,8353,7855,8084,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.626890069,11,30806,320,30806,320,NA,0.74103453,0.811158798,0.693121693,0,NA,1,0.17817736,77,,,,
training2013.csv,82,700,700,31,21,10660,10120,10402,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.46953405,10,45190,1462,45190,1462,0.556,0.386632853,0.504023409,1.191582003,1218.426523,28.9,1,0.248655914,93,,,,
training2013.csv,2672,538,528,22,22,5541,4749,5232,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.526525956,14,25550,500,25550,500,NA,0.578193389,0.444232602,2.100858369,0,26.9,1,0.188248716,73,,,,
training2013.csv,953,.,.,.,10,3929,4859,4774,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.81937862,29,NA,NA,NA,NA,NA,0.559316309,1.013333333,0.406578947,NA,26.7,1,0.330173776,69,,,,
training2013.csv,3776,570,580,25,21,6612,6289,6452,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.684826884,16,26550,930,26550,930,NA,0.518271506,0.106741573,9.631578947,0,NA,1,0.183808554,85,,,,
training2013.csv,4935,640,680,29,17,10828,9021,10089,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.620056497,14,39290,520,39290,520,NA,0.473250176,0.130081301,33.59375,4936.524294,33.9,1,0.26920904,87,,,,
training2013.csv,6695,660,680,.,17,12555,10148,11650,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.544245588,13,44650,252,44650,252,NA,0.541431815,0.556359253,1.066088841,334.3276162,NA,1,0.315809098,92,,,,
training2013.csv,5206,.,.,.,21,10615,9586,10084,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.508566276,12,44752,266,44752,266,NA,0.626062146,1.172511848,0.351657235,350.1983769,NA,1,0.22993688,91,,,,
training2013.csv,799,760,780,34,21,12893,11653,12326,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.554394591,7,43255,325,43255,325,NA,0.126675166,1.055177112,0.417688832,1590.043024,NA,1,0.233558697,97,,,,
training2013.csv,3200,610,620,27,18,9374,9075,9234,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.604221636,14,40990,300,40990,300,0.7,0.651833834,0.722270742,1.114873035,0,26.8,1,0.251319261,88,,,,
training2013.csv,2516,650,670,30,17,12467,10704,11648,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.455534373,15,40900,492,40900,492,NA,0.592705597,4.992537313,0.074738416,471.4590109,26.7,1,0.289334978,90,,,,
training2013.csv,461,600,560,27,30,8214,8092,8172,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.471867008,11,37536,870,37536,870,NA,0.822221263,0.840415486,1.066292135,0,25.9,1,0.254475703,65,,,,
training2013.csv,3745,550,560,24,18,9585,8697,9147,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.718801634,22,5472,978,16632,978,NA,0.363060628,0.6,1.224852071,656.7751037,25.9,1,0.241980235,82,,,,
training2013.csv,6898,630,640,27,17,13093,11686,12409,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.627901024,15,39840,454,39840,454,NA,0.696500582,5.430656934,0.045026882,238.7372014,25.9,1,0.25,86,,,,
training2013.csv,4746,580,580,25,24,6960,7315,7043,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.321568627,13,22520,1520,22520,1520,NA,0.699983641,0.737288136,0.272413793,0,NA,1,0.205490196,82,,,,
training2013.csv,6802,550,600,25,18,9518,8761,9155,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.746395517,22,5472,1871,16632,1871,NA,0.43710943,0.523520486,1.605797101,0,26.6,1,0.238021784,88,,,,
training2013.csv,1315,680,700,31,18,12411,10664,11662,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.593946258,12,42156,0,42156,0,NA,0.553027212,5.361111111,0.089563286,484.4023474,25.9,1,0.254607227,95,,,,
training2013.csv,3942,.,.,.,24,1811,1933,1840,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.243902439,5,9600,760,9600,760,NA,0.099626955,1.056338028,13.22666667,881.597561,27.1,1,0.134146341,60,,,,
training2013.csv,3677,600,610,27,18,9568,8912,9229,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.619537275,13,39740,150,39740,150,NA,0.620119479,0.735912532,1.004571429,0,NA,1,0.263496144,90,,,,
training2013.csv,7554,550,560,24,18,8668,8213,8448,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.428016823,24,5472,1762,16632,1762,NA,0.3177491,0.316326531,4.35483871,159.3960962,NA,1,0.211905532,84,,,,
training2013.csv,5224,.,.,.,10,5190,5564,5439,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.838153846,23,NA,NA,NA,NA,NA,0.761866406,1.054054054,0.068376068,NA,27.4,1,0.369846154,65,,,,
training2013.csv,235,720,760,33,15,14269,11003,13045,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.636867125,9,45602,696,45602,696,0.714,0.277773298,1.303370787,0.323607427,7953.062261,28.9,1,0.30412609,96,,,,
training2013.csv,3711,700,640,31,21,9572,7103,9253,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.260638298,11,24500,0,24500,0,NA,0.295710901,0.623471883,4.062745098,0,NA,1,0.242021277,87,,,,
training2013.csv,2108,.,.,.,10,6143,5337,5606,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.775660725,24,NA,NA,NA,NA,NA,0.726335581,1.012797075,0.422382671,NA,32.5,1,0.397664413,65,,,,
training2013.csv,1041,.,.,.,10,5551,2733,3639,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.87446505,26,NA,NA,NA,NA,NA,0.742623695,1.021912351,0.025341131,NA,NA,1,0.307417974,75,,,,
