File,NUID,SATREAD,SATMATH,ACTCUM,CARNIGIE,AVGSALMALE,AVGSALWOM,AVGSALTOT,HOUSE,HDEM,HREP,SENATE,SDEM,SREP,PERNWHT,STUFACR,TUITINS,FEEINS,TUITOUT,FEEOUT,FOOTBALL,TUITPER,SLCTVTY,APPEAL,RSRCHPSTU,HIGHBP,CHGENROL,FRACDEGRE,RETPCNT,BINGEDRK,HEALTHINS,MENTALHLTH,PHYSHLTH
prediction2013.csv,9594,570,580,23,21,6252,5966,6144,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.380577428,11,23300,0,23300,0,0.7,0.685507141,0.634571645,0.238948626,0,27.1,NA,NA,NA,,,,
prediction2013.csv,9773,550,520,28,22,8150,7184,7714,-1.308,-1.669,1.541,-1.383,-1.565,1.398,0.49002751,15,29250,0,29250,0,NA,0.713369938,0.15,15.28571429,0,26.8,NA,NA,NA,,,,
prediction2013.csv,9112,.,.,.,10,4085,4266,4245,-1.2,-1.701,1.655,-0.697,-1.192,1.693,0.734396671,28,NA,NA,NA,NA,NA,0.716100084,1.018333333,0.350245499,NA,28.1,NA,NA,NA,,,,
prediction2013.csv,8727,600,600,26,18,6601,6744,6685,-1.2,-1.701,1.655,-0.697,-1.192,1.693,0.373914962,8,31824,600,31824,600,NA,0.852432155,0.68125,1.473394495,0,27.3,NA,NA,NA,,,,
prediction2013.csv,9748,580,610,27,18,9433,7926,8649,-1.009,-1.131,0.077,-1.034,-1.213,0.179,0.239395212,12,37830,1500,37830,1500,NA,0.716807994,0.469902913,1.173553719,320.9183116,NA,NA,NA,NA,,,,
prediction2013.csv,9156,.,.,.,18,8970,8024,8466,-1.009,-1.131,0.077,-1.034,-1.213,0.179,0.325690398,14,34800,250,34800,250,NA,0.663045294,0.81589404,0.836038961,0,NA,NA,NA,NA,,,,
prediction2013.csv,8538,510,510,22,18,8655,7981,8318,-1.009,-1.131,0.077,-1.034,-1.213,0.179,0.347977628,14,4510,4471,14594,5892,NA,0.313883103,0.784033613,0.169346195,194.9839507,35.8,NA,NA,NA,,,,
prediction2013.csv,8553,800,790,35,15,17543,13537,16042,-1.009,-1.131,0.077,-1.034,-1.213,0.179,0.544451304,6,44000,0,44000,0,NA,0.043678346,0.674448768,0.288461538,37732.57385,35.8,NA,NA,NA,,,,
prediction2013.csv,9145,610,610,27,16,9819,9159,9565,NA,NA,NA,NA,NA,NA,0.455603682,8,38000,526,38000,526,0.6,0.563405128,0.682471264,1.065263158,2468.255414,31.2,NA,NA,NA,,,,
prediction2013.csv,9829,610,510,27,24,5072,4524,4941,0.573,-1.05,0.742,0.37,-1.067,0.525,0.173453997,14,9300,400,9300,400,NA,0.470906514,4.655677656,0.597954367,0,NA,NA,NA,NA,,,,
prediction2013.csv,9805,590,640,27,19,8753,7717,8505,0.573,-1.05,0.742,0.37,-1.067,0.525,0.514051318,13,30120,1214,30120,1214,NA,0.841633583,0.761950287,1.342534504,2140.86228,NA,NA,NA,NA,,,,
prediction2013.csv,8460,560,570,24,16,8691,6974,7962,0.573,-1.05,0.742,0.37,-1.067,0.525,0.505032195,24,2522,2268,14332,2902,NA,0.305336189,0.186440678,4.719008264,760.0870894,29.1,NA,NA,NA,,,,
prediction2013.csv,8946,580,580,25,22,6137,6033,6087,0.573,-1.05,0.742,0.37,-1.067,0.525,0.208854343,17,16180,0,16180,0,NA,0.631870296,0.56884343,1.301521438,0,NA,NA,NA,NA,,,,
prediction2013.csv,9507,.,.,.,10,4463,3644,3682,0.573,-1.05,0.742,0.37,-1.067,0.525,0.678437265,24,NA,NA,NA,NA,NA,0.621569104,1.039506173,0.239904988,NA,33,NA,NA,NA,,,,
prediction2013.csv,9672,.,.,.,-3,4420,2779,2881,0.573,-1.05,0.742,0.37,-1.067,0.525,0.701244813,22,NA,NA,NA,NA,NA,0.651991311,1.034482759,0.220512821,NA,36.3,NA,NA,NA,,,,
prediction2013.csv,9261,610,650,28,17,9496,7383,9025,0.573,-1.05,0.742,0.37,-1.067,0.525,0.572005819,9,35460,560,35460,560,NA,0.57473994,0.719656992,0.901008249,2457.94246,29.4,NA,NA,NA,,,,
prediction2013.csv,8871,670,690,31,15,11429,8789,10498,0.573,-1.05,0.742,0.37,-1.067,0.525,0.439514848,21,4477,1786,25694,2847,NA,0.150013322,0.227019499,5.484662577,11003.19551,33.2,NA,NA,NA,,,,
prediction2013.csv,9526,530,547,24,22,5085,4290,4783,0.573,-1.05,0.742,0.37,-1.067,0.525,0.574938575,22,21050,0,21050,0,NA,0.66066876,0.757317073,0.27294686,0,NA,NA,NA,NA,,,,
prediction2013.csv,8717,535,510,22,22,5999,5106,5482,0.809,-0.772,0.921,0.855,-0.791,0.958,0.659706546,22,16250,1150,16250,1150,NA,0.499954082,0.693815064,0.351279788,0,NA,NA,NA,NA,,,,
prediction2013.csv,8341,470,470,21,17,6735,5952,6418,0.809,-0.772,0.921,0.855,-0.791,0.958,0.996583443,16,19488,1612,19488,1612,NA,0.567107062,0.648507463,1.128883774,2096.65703,36.1,NA,NA,NA,,,,
prediction2013.csv,8816,550,500,21,18,6613,6781,6737,0.809,-0.772,0.921,0.855,-0.791,0.958,0.487770193,12,23000,300,23000,300,NA,0.684367248,0.690647482,0.880208333,0,NA,NA,NA,NA,,,,
prediction2013.csv,9785,520,520,22,20,5980,5364,5689,0.809,-0.772,0.921,0.855,-0.791,0.958,0.373461744,17,3699,1336,13461,1336,NA,0.234713729,9.075471698,0.424116424,29.75521669,NA,NA,NA,NA,,,,
prediction2013.csv,9680,550,560,23,21,7097,6531,6903,0.809,-0.772,0.921,0.855,-0.791,0.958,0.998406375,12,23380,2088,23380,2088,NA,0.288491702,0.602816901,1.771028037,2439.98247,36.1,NA,NA,NA,,,,
prediction2013.csv,9164,590,586,25,22,5733,5689,5710,0.809,-0.772,0.921,0.855,-0.791,0.958,0.274611399,14,18500,170,18500,170,NA,0.555734866,15.25316456,0.536099585,0,NA,NA,NA,NA,,,,
prediction2013.csv,9896,570,540,24,21,7634,7460,7514,0.809,-0.772,0.921,0.855,-0.791,0.958,1,10,21309,3325,21309,3325,NA,0.29205826,0.451754386,1.286407767,1834.23683,36.1,NA,NA,NA,,,,
prediction2013.csv,9416,.,.,.,22,3906,3794,3823,0.809,-0.772,0.921,0.855,-0.791,0.958,0.542895442,10,13890,850,13890,850,NA,0.775639173,0.156996587,19.84782609,0,NA,NA,NA,NA,,,,
prediction2013.csv,9891,590,590,26,16,8433,7181,7986,0.878,-0.799,0.977,0.834,-1.038,0.908,0.206429204,18,4534,1990,17610,1990,NA,0.220279121,0.747481531,0.216531896,5705.931553,NA,NA,NA,NA,,,,
prediction2013.csv,9176,510,520,22,22,5785,5293,5512,0.878,-0.799,0.977,0.834,-1.038,0.908,0.153588196,16,4560,1224,14872,1224,NA,0.278184822,0.920886076,0.512714777,38.19366197,NA,NA,NA,NA,,,,
prediction2013.csv,9729,550,595,25,22,5890,5265,5649,-0.19,-0.931,0.396,-0.436,-0.703,0.434,0.24109589,11,23436,176,23436,176,0.818,0.557742817,0.238219895,5.10989011,0,NA,NA,NA,NA,,,,
prediction2013.csv,8778,600,640,26,15,10640,8845,9797,-0.19,-0.931,0.396,-0.436,-0.703,0.434,0.56315501,17,11162,3004,23206,3004,NA,0.127728488,0.151515152,13,9618.990842,31.5,NA,NA,NA,,,,
prediction2013.csv,8581,.,.,26,17,8323,7037,7665,-0.19,-0.931,0.396,-0.436,-0.703,0.434,0.194366923,18,9767,2571,16799,2673,NA,0.335529651,0.181208054,9.185185185,976.7178309,NA,NA,NA,NA,,,,
prediction2013.csv,9765,540,590,27,22,6385,5604,6071,-0.19,-0.931,0.396,-0.436,-0.703,0.434,0.401011561,10,26750,780,26750,780,NA,0.58229159,0.778152394,0.285095321,0,28.8,NA,NA,NA,,,,
prediction2013.csv,8357,.,.,19,23,5239,4787,4978,-0.19,-0.931,0.396,-0.436,-0.703,0.434,0.44522293,15,16500,1000,16500,1000,NA,0.553202011,20.91780822,0.396856582,0,NA,NA,NA,NA,,,,
prediction2013.csv,8788,470,540,22,22,5205,5438,5360,-0.19,-0.931,0.396,-0.436,-0.703,0.434,0.266362253,12,21900,550,21900,550,NA,0.554466804,55.08,0.062454611,0,NA,NA,NA,NA,,,,
prediction2013.csv,9377,570,580,26,22,6066,5621,5844,-0.19,-0.931,0.396,-0.436,-0.703,0.434,0.235608082,11,27852,792,27852,792,0.2,0.476672994,0.556547619,1.281639929,0,33.6,NA,NA,NA,,,,
prediction2013.csv,9284,.,.,27,19,7832,6856,7337,-0.19,-0.931,0.396,-0.436,-0.703,0.434,0.232713539,15,32433,180,32433,180,0.929,0.610607439,0.663177926,1.147776184,0,25.7,NA,NA,NA,,,,
prediction2013.csv,9634,760,790,34,15,16094,11776,14525,-0.19,-0.931,0.396,-0.436,-0.703,0.434,0.51494143,7,45120,407,45120,407,NA,0.185994659,1.295138889,0.296693476,17158.77759,27.1,NA,NA,NA,,,,
prediction2013.csv,8941,623,665,27,18,8050,6722,7464,-0.19,-0.931,0.396,-0.436,-0.703,0.434,0.313362559,13,7176,1776,11736,1776,NA,0.245496296,5.494382022,0.3599182,375.2263354,32.9,NA,NA,NA,,,,
prediction2013.csv,8966,580,590,25,18,8581,7105,7859,-0.19,-0.931,0.396,-0.436,-0.703,0.434,0.261547912,18,6626,2312,12962,2360,NA,0.275228696,0.854666667,0.244929797,662.3163391,NA,NA,NA,NA,,,,
prediction2013.csv,9493,640,630,25,22,6702,6268,6506,-0.19,-0.931,0.396,-0.436,-0.703,0.434,0.279843444,11,23980,455,23980,455,NA,0.629417406,0.871064468,0.287435456,0,NA,NA,NA,NA,,,,
prediction2013.csv,8440,600,560,25,17,7433,6672,7250,-0.19,-0.931,0.396,-0.436,-0.703,0.434,0.458060493,14,26390,440,26390,440,NA,0.494450936,0.911051213,0.283037475,0,NA,NA,NA,NA,,,,
prediction2013.csv,8304,.,.,23,18,8800,7592,8263,-0.19,-0.931,0.396,-0.436,-0.703,0.434,0.303678177,15,7822,3132,11732,3132,NA,0.263072643,31.75,0.193700787,457.9409241,NA,NA,NA,NA,,,,
prediction2013.csv,9249,720,700,32,21,8670,7720,8328,-0.19,-0.931,0.396,-0.436,-0.703,0.434,0.244391265,12,30880,0,30880,0,0.8,0.323795323,0.444676409,4.046948357,281.4528866,NA,NA,NA,NA,,,,
prediction2013.csv,9565,620,630,30,21,5749,5248,5509,0.843,-0.5,0.917,0.81,-0.407,0.893,0.266602502,10,28500,0,28500,0,NA,0.377299971,0.679282869,0.244379277,57.91049086,NA,NA,NA,NA,,,,
prediction2013.csv,8398,570,560,27,22,5991,5869,5945,0.843,-0.5,0.917,0.81,-0.407,0.893,0.090479937,13,23300,740,23300,740,NA,0.470518142,0.902631579,0.279154519,0,NA,NA,NA,NA,,,,
prediction2013.csv,8407,670,650,29,21,7134,6145,6592,0.411,-0.984,0.654,-0.79,-1.041,0.717,0.352842809,11,36205,225,36205,225,0.7,0.401697982,0.449477352,1.686046512,96.89214047,NA,NA,NA,NA,,,,
prediction2013.csv,9749,620,680,28,15,11133,8775,10194,0.411,-0.984,0.654,-0.79,-1.041,0.717,0.320421029,16,6678,1383,25548,1383,NA,0.132554572,0.722222222,1.76674938,9827.737684,27.6,NA,NA,NA,,,,
prediction2013.csv,8937,575,560,26,22,6387,5824,6173,0.411,-0.984,0.654,-0.79,-1.041,0.717,0.170537897,12,27524,1328,27524,1328,0.1,0.459195144,0.403153153,3.737430168,315.2444988,NA,NA,NA,NA,,,,
prediction2013.csv,8826,490,548,24,18,6731,6036,6443,0.665,-0.8,0.893,0.775,-0.783,0.902,0.316039134,14,23250,180,23250,180,NA,0.711951542,0.695886716,0.28003876,0,32.3,NA,NA,NA,,,,
prediction2013.csv,8847,610,530,27,18,5858,5558,5684,0.665,-0.8,0.893,0.775,-0.783,0.902,0.251400403,14,22700,950,22700,950,NA,0.655650096,0.07605178,5.191489362,0,32.3,NA,NA,NA,,,,
prediction2013.csv,9740,540,555,25,22,5442,4964,5191,NA,NA,NA,NA,NA,NA,0.258549932,11,20600,600,20600,600,NA,0.249048346,145.2222222,0.181331293,0,NA,NA,NA,NA,,,,
prediction2013.csv,8521,610,570,25,22,5457,5460,5459,NA,NA,NA,NA,NA,NA,0.216981132,13,22000,150,22000,150,NA,0.747502725,0.578616352,0.107142857,0,NA,NA,NA,NA,,,,
prediction2013.csv,8589,545,570,25,18,6879,6136,6527,NA,NA,NA,NA,NA,NA,0.090754352,18,7498,0,18746,0,NA,0.271133663,0.8384,0.231870229,202.120619,NA,NA,NA,NA,,,,
prediction2013.csv,8653,500,510,22,21,5691,5482,5588,NA,NA,NA,NA,NA,NA,0.132300885,16,17750,0,17750,0,NA,0.660833042,1.033492823,1.458333333,0,NA,NA,NA,NA,,,,
prediction2013.csv,9712,.,.,.,24,5691,4974,5665,NA,NA,NA,NA,NA,NA,0.170178653,14,15024,490,15024,490,NA,0.375938098,0.913595934,0.47566064,0,35.2,NA,NA,NA,,,,
prediction2013.csv,9274,563,513,24,18,4570,4502,4540,NA,NA,NA,NA,NA,NA,0.146742568,13,21000,1000,21000,1000,0.3,0.579726834,0.209677419,7.788461538,0,NA,NA,NA,NA,,,,
prediction2013.csv,9315,460,500,23,22,5967,5131,5513,0.525,-0.216,0.706,0.437,-0.149,0.587,0.338838572,16,12450,1670,12450,1670,0.7,0.443176498,0.807811531,0.339217191,0,NA,NA,NA,NA,,,,
prediction2013.csv,8352,537,607,24,19,6124,5464,5785,0.525,-0.216,0.706,0.437,-0.149,0.587,0.321510883,20,4475,1993,13966,1993,NA,0.35030724,0.858280255,0.189239332,220.1346991,NA,NA,NA,NA,,,,
prediction2013.csv,9857,.,.,24,18,6839,5938,6335,0.525,-0.216,0.706,0.437,-0.149,0.587,0.315929251,23,4362,1353,16381,1353,NA,0.344419959,0.591877497,0.48143982,112.8962129,NA,NA,NA,NA,,,,
prediction2013.csv,9915,470,460,.,24,5163,NA,5163,NA,NA,NA,NA,NA,NA,0.204081633,13,13500,1366,13500,1366,NA,0.558700087,0.80746089,0.381520119,0,29.5,NA,NA,NA,,,,
prediction2013.csv,9089,.,.,.,16,9759,9462,9630,NA,NA,NA,NA,NA,NA,0.471803018,10,39200,350,39200,350,NA,0.396253945,0.681047766,0.99321267,2143.764893,30.3,NA,NA,NA,,,,
prediction2013.csv,8841,670,650,30,18,9764,8547,9204,NA,NA,NA,NA,NA,NA,0.420118343,16,35072,658,35072,658,NA,0.657192732,0.633419689,1.052147239,314.9993879,29.5,NA,NA,NA,,,,
prediction2013.csv,8373,653,639,29,21,7986,7376,7783,NA,NA,NA,NA,NA,NA,0.21,13,31820,1410,31820,1410,NA,0.573983644,0.361165049,2.024193548,59.09478261,NA,NA,NA,NA,,,,
prediction2013.csv,8934,600,570,26,18,8022,7745,7838,NA,NA,NA,NA,NA,NA,0.370040692,11,32000,375,32000,375,NA,0.608965689,0.6069869,1.26618705,64.86113937,28.4,NA,NA,NA,,,,
prediction2013.csv,8759,600,580,27,30,9318,9499,9403,NA,NA,NA,NA,NA,NA,0.439409198,10,10400,0,28600,0,NA,0.343930595,6.493670886,0.391163093,0,29.5,NA,NA,NA,,,,
prediction2013.csv,9269,770,800,35,15,16265,13664,15617,NA,NA,NA,NA,NA,NA,0.659518562,8,43210,288,43210,288,0.667,0.078735355,0.707048458,0.174454829,114547.3809,28.4,NA,NA,NA,,,,
prediction2013.csv,8366,.,.,.,30,5959,6149,6021,NA,NA,NA,NA,NA,NA,0.597839136,5,39500,455,39500,455,NA,0.458268156,5.496932515,0.014508929,0,29.5,NA,NA,NA,,,,
prediction2013.csv,9794,580,630,27,22,8268,7445,8039,NA,NA,NA,NA,NA,NA,0.386524823,17,27950,1250,27950,1250,NA,0.596090639,0.65942029,1.149450549,0,29.5,NA,NA,NA,,,,
prediction2013.csv,8372,540,550,22,19,8628,8084,8356,NA,NA,NA,NA,NA,NA,0.217163355,17,970,7724,7050,7724,0.5,0.395044416,0.781021898,0.1298027,0,NA,NA,NA,NA,,,,
prediction2013.csv,9227,550,630,27,21,7704,6492,7256,0.54,-1.003,0.752,0.641,-1.443,0.774,0.115614618,12,32400,260,32400,260,0.1,0.385735855,0.618513324,1.387755102,0,NA,NA,NA,NA,,,,
prediction2013.csv,8955,650,660,29,21,7393,6871,7208,0.54,-1.003,0.752,0.641,-1.443,0.774,0.258264463,12,28025,225,28025,225,NA,0.478060129,0.727891156,0.009345794,953.5440771,35.9,NA,NA,NA,,,,
prediction2013.csv,9802,660,680,29,21,8077,7017,7591,0.54,-1.003,0.752,0.641,-1.443,0.774,0.283520702,13,28550,170,28550,170,0.7,0.436867837,0.752120641,1.256892231,1698.718947,NA,NA,NA,NA,,,,
prediction2013.csv,8456,630,630,28,18,7777,7154,7585,0.54,-1.003,0.752,0.641,-1.443,0.774,0.523289971,11,28328,620,28328,620,NA,0.824823527,3.317535545,0.398571429,279.7377256,37.8,NA,NA,NA,,,,
prediction2013.csv,8737,720,760,32,15,11296,9231,10509,0.54,-1.003,0.752,0.641,-1.443,0.774,0.413688499,12,13783,194,41617,194,NA,0.138518445,0.283972125,2.690184049,18838.22683,27.3,NA,NA,NA,,,,
prediction2013.csv,9786,580,690,28,15,11613,9035,10614,0.54,-1.003,0.752,0.641,-1.443,0.774,0.314917737,17,13579,0,34283,0,0.929,0.315697074,0.664698937,1.769094139,7171.454121,NA,NA,NA,NA,,,,
prediction2013.csv,8389,.,660,27,18,9260,7700,8640,0.54,-1.003,0.752,0.641,-1.443,0.774,0.339407956,17,10230,384,22740,384,NA,0.598767596,0.681171548,1.319410319,358.186864,32.3,NA,NA,NA,,,,
prediction2013.csv,9852,675,648,24,18,8064,7188,7606,0.54,-1.003,0.752,0.641,-1.443,0.774,0.304919339,16,8991,418,17949,418,NA,0.566695182,0.783479349,1.519169329,58.75323641,42.9,NA,NA,NA,,,,
prediction2013.csv,8726,.,.,25,19,7795,6955,7442,0.54,-1.003,0.752,0.641,-1.443,0.774,0.146799117,22,8388,649,13464,649,NA,0.384259888,0.786115007,0.225691347,83.66823032,NA,NA,NA,NA,,,,
prediction2013.csv,8719,.,.,22,22,4995,4841,4912,0.54,-1.003,0.752,0.641,-1.443,0.774,0.238853503,10,19980,500,19980,500,NA,0.585846996,0.722747322,0.035745423,0,NA,NA,NA,NA,,,,
prediction2013.csv,8425,640,610,28,18,7716,7407,7577,-0.663,-1.071,1.071,NA,NA,NA,0.164230769,12,31620,140,31620,140,0.923,0.500226327,0.939114391,1.713163065,0,NA,NA,NA,NA,,,,
prediction2013.csv,9559,.,.,27,22,4583,4063,4436,-0.663,-1.071,1.071,NA,NA,NA,0.041698256,12,12300,0,12300,0,0.4,0.447858274,0.965909091,0.470588235,0,NA,NA,NA,NA,,,,
prediction2013.csv,8686,.,.,24,18,8506,7732,8155,-0.663,-1.071,1.071,NA,NA,NA,0.215127265,24,6667,890,14146,890,NA,0.386604575,0.770609319,0.319379845,158.6639991,NA,NA,NA,NA,,,,
prediction2013.csv,9119,.,.,.,19,8257,8017,8129,-0.663,-1.071,1.071,NA,NA,NA,0.398963731,17,6329,313,12914,313,NA,0.417371221,0.993865031,0.00617284,39.98272884,NA,NA,NA,NA,,,,
prediction2013.csv,8840,620,580,26,30,6494,6120,6334,-0.663,-1.071,1.071,NA,NA,NA,0.382180539,15,32550,200,32550,200,NA,0.486723159,0.649792531,0.103448276,0,27.9,NA,NA,NA,,,,
prediction2013.csv,8766,.,.,.,26,6695,5140,5231,-0.663,-1.071,1.071,NA,NA,NA,0.441947566,10,11150,0,11150,0,NA,0.705526179,0.795583596,0.546391753,NA,27.9,NA,NA,NA,,,,
prediction2013.csv,9300,710,710,31,21,8843,8122,8527,-0.663,-1.071,1.071,NA,NA,NA,0.198398028,12,40700,0,40700,0,0.1,0.420052198,0.615682478,1.514150943,488.8111522,NA,NA,NA,NA,,,,
prediction2013.csv,9137,435,455,24,22,4891,3741,4584,-0.663,-1.071,1.071,NA,NA,NA,0.210416667,17,22430,0,22430,0,0.4,0.650590621,36.72727273,0.28630363,0,NA,NA,NA,NA,,,,
prediction2013.csv,8635,640,640,28,17,10536,9013,9892,-0.663,-1.071,1.071,NA,NA,NA,0.206350565,15,34528,780,34528,780,0.8,0.537331837,0.847104247,0.139471285,90.98279699,NA,NA,NA,NA,,,,
prediction2013.csv,9002,460,480,19,19,6691,6108,6431,0.564,-0.501,0.83,0.772,-0.502,1.047,0.954787234,17,4831,1277,4831,1277,NA,0.156631573,0.764705882,1.850549451,2056.390071,NA,NA,NA,NA,,,,
prediction2013.csv,9432,480,640,24,20,5801,5975,5914,0.564,-0.501,0.83,0.772,-0.502,1.047,0.413200723,13,5640,0,15360,0,NA,0.210924748,6.850574713,0.242449664,415.0533454,NA,NA,NA,NA,,,,
prediction2013.csv,9983,620,630,28,15,8656,6532,7852,0.564,-0.501,0.83,0.772,-0.502,1.047,0.306548533,19,6772,0,16960,0,NA,0.206737352,16.01190476,0.391821561,6443.623317,NA,NA,NA,NA,,,,
prediction2013.csv,8636,.,.,28,18,5954,5826,5888,0.564,-0.501,0.83,0.772,-0.502,1.047,0.36701285,13,10200,600,10200,600,NA,0.835509776,0.628400796,0.303062302,0,NA,NA,NA,NA,,,,
prediction2013.csv,9482,.,.,.,24,5018,4597,4934,1.159,-0.913,1.372,1.086,-0.775,1.214,0.146907216,15,9600,4200,9600,4200,NA,0.307824607,0.031168831,74.58333333,0,NA,NA,NA,NA,,,,
